pr_number,issue_number,commit_date,author,title,body,closer,files
2737,2737,2023-01-06T04:40:00Z,amyipdev,remove unnecessary allow block,"Patch #2701 (609117c: ""ignore style warnings in libs/scrap"") was merged, but the RustDesk team decided to later instead changed is_cursor_embedded to uppercase (see discussion on the PR), thus no longer triggering the warning and no longer needing the allow block. This was changed in (b723f84: ""fix linux to mac, keyboard input""). This patch removes the now unnecessary allowances.

Signed-off-by: Amy Parker <apark0006@student.cerritos.edu>
Cc: fufseou <shuanglongchen@yeah.net>",,"libs/scrap/src/common/wayland.rs, libs/scrap/src/common/x11.rs"
2736,2736,2023-01-06T03:56:00Z,Kingtous,feat: add macos p12 codesign for nightly build (mac osx sign),"These secrets need to be configured first:

- MACOS_P12_BASE64
- MACOS_P12_PASSWORD
- MACOS_CODESIGN_IDENTITY
- MACOS_NOTARIZE_JSON (base64)
    - related: https://gregoryszorc.com/docs/apple-codesign/stable/apple_codesign_getting_started.html#apple-codesign-app-store-connect-api-key

identity eg:
```
$ security find-identity -v
  1) ABCDABCDABCD ""Apple Development: my@email.com (CODE)""
     1 valid identities found
```
so `MACOS_CODESIGN_IDENTITY` is `""Apple Development: my@email.com (CODE)""`. Note that the double quote should be included in the secret.
",rustdesk,".github/workflows/flutter-nightly.yml, build.py, flutter/macos/Runner.xcodeproj/project.pbxproj, flutter/macos/Runner/DebugProfile.entitlements, flutter/macos/Runner/Release.entitlements"
2735,2735,2023-01-06T02:14:26Z,21pages,optional software render to fix flutter render problem on some nvidia card,"#2523
#2543",,"Cargo.lock, Cargo.toml, flutter/lib/desktop/pages/desktop_setting_page.dart, src/core_main.rs, src/lang/ca.rs, src/lang/cn.rs, src/lang/cs.rs, src/lang/da.rs, src/lang/de.rs, src/lang/en.rs, src/lang/eo.rs, src/lang/es.rs, src/lang/fa.rs, src/lang/fr.rs, src/lang/gr.rs, src/lang/hu.rs, src/lang/id.rs, src/lang/it.rs, src/lang/ja.rs, src/lang/ko.rs, src/lang/kz.rs, src/lang/pl.rs, src/lang/pt_PT.rs, src/lang/ptbr.rs, src/lang/ru.rs, src/lang/sk.rs, src/lang/sq.rs, src/lang/sr.rs, src/lang/sv.rs, src/lang/template.rs"
2732,2732,2023-01-05T12:02:24Z,jernejs,Add Slovenian translation,Signed-off-by: Jernej Simončič <jernej|s-gitstuff@eternallybored.org>,,"src/lang.rs, src/lang/sl.rs"
2731,2731,2023-01-05T09:54:07Z,fufesou,Feat/mouse forward back,"1. Support Win and Linux.
2. Unsupport MacOS.

Mark for MacOS, may be supported in the future.
https://apple.stackexchange.com/a/400084
https://superuser.com/a/1230059

https://github.com/rustdesk/rustdesk/issues/2230",rustdesk,"flutter/lib/models/input_model.dart, libs/enigo/src/lib.rs, libs/enigo/src/linux/xdo.rs, libs/enigo/src/macos/macos_impl.rs, libs/enigo/src/win/win_impl.rs, src/flutter_ffi.rs, src/server/input_service.rs"
2728,2728,2023-01-05T09:16:03Z,fufesou,mouse forward back support on windows,Signed-off-by: fufesou <shuanglongchen@yeah.net>,,"flutter/lib/models/input_model.dart, libs/enigo/src/lib.rs, libs/enigo/src/win/win_impl.rs, src/flutter_ffi.rs, src/server/input_service.rs"
2727,2727,2023-01-05T08:34:50Z,Kingtous,fix: upload race of deb and flatpak specific build,"This PR fixes the upload race of two deb packages with different features (none and `flatpak`), which will change the execution behavior (loginctl, etc) related to flatpak according to the upload order of these two jobs.

Now it will only publish the debian package with no extra features. The deb with  the `flatpak` feature should not be uploaded.

@21pages ",,.github/workflows/flutter-nightly.yml
2724,2724,2023-01-05T07:10:55Z,fufesou,"fix linux to mac, keyboard input",Signed-off-by: fufesou <shuanglongchen@yeah.net>,,"flutter/lib/models/input_model.dart, libs/scrap/src/common/mod.rs, libs/scrap/src/common/wayland.rs, libs/scrap/src/common/x11.rs, src/keyboard.rs"
2721,2721,2023-01-04T21:20:09Z,jimmyGALLAND,update fr.rs,,,src/lang/fr.rs
2719,2719,2023-01-04T18:03:08Z,wangzexi,fix: https://github.com/rustdesk/rustdesk/issues/2718,,,"src/lang/ca.rs, src/lang/cn.rs, src/lang/cs.rs, src/lang/da.rs, src/lang/de.rs, src/lang/eo.rs, src/lang/es.rs, src/lang/fa.rs, src/lang/fr.rs, src/lang/gr.rs, src/lang/hu.rs, src/lang/id.rs, src/lang/it.rs, src/lang/ja.rs, src/lang/ko.rs, src/lang/kz.rs, src/lang/pl.rs, src/lang/pt_PT.rs, src/lang/ptbr.rs, src/lang/ru.rs, src/lang/sk.rs, src/lang/sq.rs, src/lang/sr.rs, src/lang/sv.rs, src/lang/template.rs, src/lang/th.rs, src/lang/tr.rs, src/lang/tw.rs, src/lang/ua.rs, src/lang/vn.rs"
2717,2717,2023-01-04T12:41:47Z,NoLooseEnds,Update to highres tray icons,Update to highres tray icons,,"res/mac-tray-dark.png, res/mac-tray-light.png"
2715,2715,2023-01-04T12:09:13Z,fufesou,fix https://github.com/rustdesk/rustdesk/issues/2713,"Signed-off-by: fufesou <shuanglongchen@yeah.net>

Fix https://github.com/rustdesk/rustdesk/issues/2713.

Flutter emit mouse move event if one button is pressed and another button is pressing or releasing.
",,flutter/lib/models/input_model.dart
2714,2714,2023-01-04T08:49:41Z,fufesou,try fix accets on Portuguese (Brazil),"Signed-off-by: fufesou <shuanglongchen@yeah.net>

1. Try fix https://github.com/rustdesk/rustdesk/issues/2670. But not very sure it is ok https://github.com/Narsil/rdev/issues/94.
https://github.com/fufesou/rdev/blob/916e8db3e68dbc0fe95b158c566374b159b9cba8/src/windows/keyboard.rs#L51

2. Fix some style problems.

",,"Cargo.lock, flutter/lib/desktop/widgets/login.dart, flutter/lib/desktop/widgets/remote_menubar.dart"
2709,2709,2023-01-03T16:33:53Z,NoLooseEnds,Updated the macOS tray icons to vector files (SVG),Updated the macOS tray icons to vector files (SVG). Just changed the files and renamed the paths.,NoLooseEnds,"Cargo.toml, res/mac-tray-dark.png, res/mac-tray-dark.svg, res/mac-tray-light.png, res/mac-tray-light.svg, src/tray.rs"
2704,2704,2023-01-03T11:22:10Z,21pages,fix post heartbeat block,#2694 ,,src/server/connection.rs
2703,2703,2023-01-03T08:35:13Z,if0else9,Update README.md,,if0else9,README.md
2702,2702,2023-01-02T20:44:30Z,flusheDData,Update es.rs,New terms added,,src/lang/es.rs
2701,2701,2023-01-02T19:33:36Z,amyipdev,ignore style warnings in libs/scrap,"Constant `is_cursor_embedded` does not follow the Rust standard stylistic convention of upper-case global variables and constants. This causes two warnings to be thrown when compiling (tested on Arch Linux, commit = 68fda34, Rust = 1.66.0), one each for the Wayland and X11 common modules. Since these variables are not new, their names should not be modified; to remove the warnings, this patch allows non-style-conforming names on these two constant declarations specifically, suppressing the warnings. It does not affect stylistic warnings on any other code within the project.

Signed-off-by: Amy Parker <apark0006@student.cerritos.edu>
Cc: fufesou <shuanglongchen@yeah.net>",rustdesk,"libs/scrap/src/common/wayland.rs, libs/scrap/src/common/x11.rs"
2698,2698,2023-01-02T05:56:59Z,fufesou,remove expect,Signed-off-by: fufesou <shuanglongchen@yeah.net>,,"Cargo.lock, libs/enigo/Cargo.toml, libs/enigo/src/lib.rs, libs/enigo/src/linux/nix_impl.rs, libs/enigo/src/linux/xdo.rs"
2697,2697,2023-01-01T22:34:02Z,Mr-Update,Update de.rs,,,src/lang/de.rs
2693,2693,2022-12-31T13:42:48Z,fufesou,fix some misspellings,"Signed-off-by: fufesou <shuanglongchen@yeah.net>

1. Remove ""privacy mode"" log on ""not Win"".
2. Fix some misspellings.",,"flutter/lib/desktop/pages/remote_page.dart, flutter/lib/desktop/pages/remote_tab_page.dart, flutter/lib/desktop/widgets/kb_layout_type_chooser.dart, flutter/lib/desktop/widgets/remote_menubar.dart, flutter/lib/mobile/pages/remote_page.dart, flutter/lib/models/model.dart, libs/hbb_common/protos/message.proto, libs/scrap/src/common/mod.rs, libs/scrap/src/common/wayland.rs, libs/scrap/src/common/x11.rs, src/client/io_loop.rs, src/flutter.rs, src/server.rs, src/server/connection.rs, src/server/video_service.rs, src/server/wayland.rs, src/ui/header.tis, src/ui/remote.rs, src/ui/remote.tis, src/ui_session_interface.rs"
2692,2692,2022-12-31T06:59:26Z,Kingtous,fix: macos crash on get interfaces,"This PR fixes crash on getting interfaces on macOS vm, which cannot handle in our app due to lack of return value.

related: https://github.com/shellrow/default-net/pull/18 ",,"Cargo.lock, Cargo.toml"
2691,2691,2022-12-31T06:29:17Z,solokot,Update ru.rs,,,src/lang/ru.rs
2687,2687,2022-12-30T11:14:21Z,Mr-Update,Update de.rs,,,src/lang/de.rs
2686,2686,2022-12-30T08:45:05Z,NicKoehler,Update it.rs,,rustdesk,src/lang/it.rs
2685,2685,2022-12-30T08:42:12Z,neogalaxy88,Update it.rs,,,src/lang/it.rs
2684,2684,2022-12-30T08:15:21Z,fufesou,fix remote cursor pos,Signed-off-by: fufesou <shuanglongchen@yeah.net>,,"flutter/lib/desktop/pages/remote_page.dart, flutter/lib/desktop/widgets/remote_menubar.dart, flutter/lib/models/model.dart"
2679,2679,2022-12-29T14:58:55Z,Kingtous,feat: add macos p12 codesign for nightly build,"

These secrets need to be configured first:

- MACOS_P12_BASE64
- MACOS_P12_PASSWORD
- MACOS_CODESIGN_IDENTITY

identity eg:
```
$ security find-identity -v
  1) ABCDABCDABCD ""Apple Development: my@email.com (CODE)""
     1 valid identities found
```
so `MACOS_CODESIGN_IDENTITY` is `""Apple Development: my@email.com (CODE)""`. Note that the double quote should be included in the secret.
",,.github/workflows/flutter-nightly.yml
2678,2678,2022-12-29T12:56:14Z,fazakis,Mac wakeup workaround,"Introduced a call to ""caffeinate"" as suggested by @bellwether-softworks",rustdesk,src/server.rs
2675,2675,2022-12-29T09:50:05Z,Kingtous,opt: add a double check on focus event with the remote window,"This PR handles the inconsistent focus state which may happen on Windows.
Tested with @fufesou .",,flutter/lib/desktop/pages/remote_page.dart
2673,2673,2022-12-29T07:44:57Z,fufesou,fix macos sticky fn,"Signed-off-by: fufesou <shuanglongchen@yeah.net>

1. Workaround https://stackoverflow.com/questions/74938870/sticky-fn-after-home-is-simulated-programmatically-macos.
2. Supress some warns.
3. MacOS, use private CGEventSource",,"Cargo.lock, libs/enigo/src/macos/macos_impl.rs, src/server/connection.rs, src/server/input_service.rs, src/tray.rs, src/ui_interface.rs"
2672,2672,2022-12-29T06:08:22Z,rustdesk,wake up mac when connecting,,,src/server.rs
2671,2671,2022-12-28T19:12:14Z,bankzst,Add Thai translation,Add UI translation for Thai language.,rustdesk,"src/lang.rs, src/lang/th.rs"
2667,2667,2022-12-28T12:04:34Z,Agent-JY,Update de.rs,,,src/lang/de.rs
2665,2665,2022-12-28T07:31:36Z,fufesou,Fix/keyboard,,,"Cargo.lock, Cargo.toml, libs/enigo/Cargo.toml"
2659,2659,2022-12-27T11:14:41Z,neogalaxy88,Update it.rs,,,src/lang/it.rs
2658,2658,2022-12-27T10:23:30Z,fufesou,Feat/choose keyboard layout type,"<img width=""479"" alt=""image"" src=""https://user-images.githubusercontent.com/13586388/209652467-99c627c3-a79a-4bbb-8d67-12e778ac0a6f.png"">
",,"flutter/assets/kb_layout_iso.svg, flutter/assets/kb_layout_not_iso.svg, flutter/lib/desktop/pages/remote_page.dart, flutter/lib/desktop/widgets/kb_layout_type_chooser.dart, flutter/lib/desktop/widgets/login.dart, flutter/lib/desktop/widgets/remote_menubar.dart, flutter/lib/models/model.dart, libs/hbb_common/src/config.rs, src/flutter_ffi.rs, src/keyboard.rs, src/lang/cn.rs, src/lang/tw.rs, src/ui_interface.rs"
2657,2657,2022-12-27T08:19:21Z,Kingtous,fix: regrab key from minimize restore on windows,,,flutter/lib/desktop/pages/remote_page.dart
2656,2656,2022-12-27T05:28:07Z,fufesou,keyboard support more keys,"Signed-off-by: fufesou <shuanglongchen@yeah.net>

Mostly JIS keyboard codes. Need more tests.",,Cargo.lock
2654,2654,2022-12-26T14:22:52Z,21pages,part revert #2602,"should not use lock in msgbox, which called in many places.",,"src/client.rs, src/client/io_loop.rs, src/ui_session_interface.rs"
2653,2653,2022-12-26T14:06:39Z,flusheDData,Update es.rs,,,src/lang/es.rs
2652,2652,2022-12-26T06:35:10Z,fufesou,"fix adjust window, check visiable frame size",Signed-off-by: fufesou <shuanglongchen@yeah.net>,,flutter/lib/desktop/widgets/remote_menubar.dart
2651,2651,2022-12-26T04:25:29Z,asratech,Update id.rs,fixed some errors in the Indonesian translation,,src/lang/id.rs
2649,2649,2022-12-26T01:50:23Z,21pages,audit && remove  ReorderedListView ,"1. conn/file/alarm/console audit
2. dismiss two finger scroll
3. remove  ReorderedListView ",,"flutter/lib/common/widgets/peer_tab_page.dart, flutter/lib/desktop/pages/desktop_setting_page.dart, flutter/lib/desktop/widgets/remote_menubar.dart, flutter/lib/desktop/widgets/tabbar_widget.dart, flutter/lib/models/group_model.dart, src/common.rs, src/flutter_ffi.rs, src/lang/ca.rs, src/lang/cn.rs, src/lang/cs.rs, src/lang/da.rs, src/lang/de.rs, src/lang/eo.rs, src/lang/es.rs, src/lang/fa.rs, src/lang/fr.rs, src/lang/gr.rs, src/lang/hu.rs, src/lang/id.rs, src/lang/it.rs, src/lang/ja.rs, src/lang/ko.rs, src/lang/kz.rs, src/lang/pl.rs, src/lang/pt_PT.rs, src/lang/ptbr.rs, src/lang/ru.rs, src/lang/sk.rs, src/lang/sq.rs, src/lang/sr.rs"
2648,2648,2022-12-26T01:14:23Z,Heap-Hop,fix mobile api server validation bug,https://github.com/rustdesk/rustdesk/issues/2587,,flutter/lib/mobile/widgets/dialog.dart
2647,2647,2022-12-25T17:24:26Z,KG7x,Fix typo & Optimize images & Cleanup,,rustdesk,".github/workflows/flutter-nightly.yml, build.py, fastlane/metadata/android/en-US/full_description.txt, fastlane/metadata/android/en-US/images/icon.png, fastlane/metadata/android/en-US/images/phoneScreenshots/1.png, fastlane/metadata/android/en-US/images/phoneScreenshots/2.png, fastlane/metadata/android/en-US/images/phoneScreenshots/3.png, fastlane/metadata/android/en-US/images/phoneScreenshots/4.png, fastlane/metadata/android/en-US/images/sevenInchScreenshots/5.png, fastlane/metadata/android/en-US/images/sevenInchScreenshots/6.png, fastlane/metadata/android/en-US/images/sevenInchScreenshots/7.png, fastlane/metadata/android/en-US/images/sevenInchScreenshots/8.png, flutter/android/app/src/main/res/mipmap-hdpi/ic_launcher.png, flutter/android/app/src/main/res/mipmap-mdpi/ic_launcher.png, flutter/android/app/src/main/res/mipmap-xhdpi/ic_launcher.png, flutter/android/app/src/main/res/mipmap-xxhdpi/ic_launcher.png, flutter/android/app/src/main/res/mipmap-xxxhdpi/ic_launcher.png, flutter/assets/logo.png, flutter/build_android_deps.sh, flutter/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-1024x1024@1x.png, flutter/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-20x20@1x.png, flutter/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-20x20@2x.png, flutter/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-20x20@3x.png, flutter/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-29x29@1x.png, flutter/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-29x29@2x.png, flutter/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-29x29@3x.png, flutter/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-40x40@1x.png, flutter/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-40x40@2x.png, flutter/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-40x40@3x.png, flutter/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-60x60@2x.png"
2643,2643,2022-12-24T19:04:04Z,behrooz3500,Edit Persian translations,"1- Fixing some mistyped words
2- Editing some of the translations
3- Fix sentences containing both Persian and English words",,src/lang/fa.rs
2642,2642,2022-12-23T21:02:44Z,jimmyGALLAND,add and fix some translations,,rustdesk,"flutter/lib/desktop/widgets/remote_menubar.dart, flutter/lib/mobile/pages/settings_page.dart, src/lang/ca.rs, src/lang/cn.rs, src/lang/cs.rs, src/lang/da.rs, src/lang/de.rs, src/lang/eo.rs, src/lang/es.rs, src/lang/fa.rs, src/lang/fr.rs, src/lang/gr.rs, src/lang/hu.rs, src/lang/id.rs, src/lang/it.rs, src/lang/ja.rs, src/lang/ko.rs, src/lang/kz.rs, src/lang/pl.rs, src/lang/pt_PT.rs, src/lang/ptbr.rs, src/lang/ru.rs, src/lang/sk.rs, src/lang/sq.rs, src/lang/sr.rs, src/lang/sv.rs, src/lang/template.rs, src/lang/tr.rs, src/lang/tw.rs, src/lang/ua.rs"
2638,2638,2022-12-23T16:31:32Z,bigretromike,Polish language update;,The more I use it the more I notice the context.,,src/lang/pl.rs
2635,2635,2022-12-23T15:11:07Z,fufesou,"fix show ""adjust window""","Signed-off-by: fufesou <shuanglongchen@yeah.net>

",,flutter/lib/desktop/widgets/remote_menubar.dart
2631,2631,2022-12-23T07:47:19Z,Kingtous,feat: add xid info for keyboard grab on linux,,,
2630,2630,2022-12-22T11:54:57Z,Kingtous,fix: keeps mouse region grab key on linux,"This PR makes linux to grab key base on original mouse region, because of some rdev issues. 

Tested on Windows & Linux.",,flutter/lib/desktop/pages/remote_page.dart
2629,2629,2022-12-22T11:45:33Z,toriato,downgrade gstreamer to 0.16,"Related PRs:
- https://github.com/rustdesk/rustdesk/pull/2612
- https://github.com/rustdesk/rustdesk/pull/2628",,"libs/scrap/src/common/wayland.rs, libs/scrap/src/wayland/capturable.rs, libs/scrap/src/wayland/pipewire.rs"
2628,2628,2022-12-22T04:22:46Z,rustdesk,"Revert ""Implement RGB0 pixel format """,Reverts rustdesk/rustdesk#2612 because not workign on Ubuntu 18.,,"Cargo.lock, libs/scrap/Cargo.toml, libs/scrap/src/common/wayland.rs, libs/scrap/src/wayland/capturable.rs, libs/scrap/src/wayland/pipewire.rs"
2625,2625,2022-12-21T14:48:44Z,Kingtous,opt: use whole focus state instead to trigger session enter or leave,,,"flutter/lib/common/widgets/remote_input.dart, flutter/lib/desktop/pages/remote_page.dart"
2624,2624,2022-12-21T14:32:30Z,fufesou,fix win-linux IntlBackslash,Signed-off-by: fufesou <shuanglongchen@yeah.net>,,"Cargo.lock, flutter/lib/desktop/widgets/remote_menubar.dart"
2622,2622,2022-12-21T11:43:46Z,ivanbea,update ca.rs,changed typo seguritat->seguretat,,src/lang/ca.rs
2621,2621,2022-12-21T10:11:13Z,Heap-Hop,refactor import/export id server config,"- from user clipboard shared 
- from api server generated",,"flutter/lib/common.dart, flutter/lib/desktop/pages/desktop_setting_page.dart, flutter/lib/mobile/pages/scan_page.dart, flutter/lib/mobile/pages/settings_page.dart, flutter/lib/mobile/widgets/dialog.dart"
2620,2620,2022-12-21T09:14:17Z,Agent-JY,Update de.rs,,,src/lang/de.rs
2617,2617,2022-12-21T03:48:06Z,Kingtous,opt: allows handle key events by rdev with mouse moves to outside of window,"This PR allows to press the combinations or the key like:
- Alt + Tab
- Win, etc.

whenever the mouse is inside or outside of window.

Solution:
- reuse key focus event.
- add a multi window listener to cancel the key focus, when the user is operating all the other windows. ",,flutter/lib/desktop/pages/remote_page.dart
2613,2613,2022-12-20T20:39:25Z,solokot,Update ru.rs,,,src/lang/ru.rs
2612,2612,2022-12-20T19:38:23Z,toriato,Implement RGB0 pixel format ,"Most of the implementation code was taken from the [H-M-H/Weylus](https://github.com/H-M-H/Weylus). While it appears that there may be a licensing conflict, according to a previous response from the maintainer, it seems that there are no problems with using the code, so I used it. https://github.com/rustdesk/rustdesk/issues/56#issuecomment-882727967

also please note that I have not used Rust before, so the code may be incorrect. However, when I tested and ran it, there were no issues. I apologize for the inconvenience, but please check the code again before merging. Thank you.

Related issues and commits: 
- https://github.com/rustdesk/rustdesk/issues/2608
- https://github.com/H-M-H/Weylus/issues/155#issuecomment-1120327869
- https://github.com/H-M-H/Weylus/commit/55301e05416171afb359fe9580b7038f22038f9d
- https://github.com/H-M-H/Weylus/commit/d399fb4864c25438639e4c01b1be5d823df1aaa3",rustdesk,"Cargo.lock, libs/scrap/Cargo.toml, libs/scrap/src/common/wayland.rs, libs/scrap/src/wayland/capturable.rs, libs/scrap/src/wayland/pipewire.rs"
2611,2611,2022-12-20T15:00:04Z,Heap-Hop,fix log out failure bug,"- add log out reqest timeout 
- fix finally no catch",,"flutter/lib/desktop/pages/file_manager_page.dart, flutter/lib/desktop/widgets/remote_menubar.dart, flutter/lib/mobile/pages/remote_page.dart, flutter/lib/models/file_model.dart, flutter/lib/models/user_model.dart"
2605,2605,2022-12-19T14:18:00Z,Heap-Hop,request other user's peers in same group,,,flutter/lib/models/group_model.dart
2602,2602,2022-12-19T07:15:29Z,21pages,fix reconnect,"1. fix reconnect when reset by the peer
2. fix improper 10054 reconnect",fragtion,"src/client.rs, src/client/io_loop.rs, src/ui_session_interface.rs"
2598,2598,2022-12-18T13:28:54Z,xalt7x,Update Ukrainian UI translation (ua.rs),minor improvements,,src/lang/ua.rs
2597,2597,2022-12-18T12:17:50Z,xalt7x,Update Ukrainian UI translation (ua.rs),,,src/lang/ua.rs
2595,2595,2022-12-18T07:15:04Z,fufesou,keyboard map mode,"Refactor keyboard Map mode.
1. Fix win scancode.
2. Return Option when handling key grab.",,"Cargo.lock, src/keyboard.rs, src/server/input_service.rs, src/ui/macos.rs, src/ui_session_interface.rs"
2589,2589,2022-12-17T19:20:21Z,jimmyGALLAND,add tab about translate,Proposal to allow translations of 'About Tab' ,,"flutter/lib/desktop/pages/desktop_setting_page.dart, src/lang/ca.rs, src/lang/cn.rs, src/lang/cs.rs, src/lang/da.rs, src/lang/de.rs, src/lang/en.rs, src/lang/eo.rs, src/lang/es.rs, src/lang/fa.rs, src/lang/fr.rs, src/lang/gr.rs, src/lang/hu.rs, src/lang/id.rs, src/lang/it.rs, src/lang/ja.rs, src/lang/ko.rs, src/lang/kz.rs, src/lang/pl.rs, src/lang/pt_PT.rs, src/lang/ptbr.rs, src/lang/ru.rs, src/lang/sk.rs, src/lang/sq.rs, src/lang/sr.rs, src/lang/sv.rs, src/lang/template.rs, src/lang/tr.rs, src/lang/tw.rs, src/lang/ua.rs"
2586,2586,2022-12-17T14:52:08Z,jimmyGALLAND,add tab about translate,Proposal to allow translations of 'About Tab',jimmyGALLAND,"flutter/lib/desktop/pages/desktop_setting_page.dart, src/lang/ca.rs, src/lang/cn.rs, src/lang/cs.rs, src/lang/da.rs, src/lang/de.rs, src/lang/en.rs, src/lang/eo.rs, src/lang/es.rs, src/lang/fa.rs, src/lang/fr.rs, src/lang/gr.rs, src/lang/hu.rs, src/lang/id.rs, src/lang/it.rs, src/lang/ja.rs, src/lang/ko.rs, src/lang/kz.rs, src/lang/pl.rs, src/lang/pt_PT.rs, src/lang/ptbr.rs, src/lang/ru.rs, src/lang/sk.rs, src/lang/sq.rs, src/lang/sr.rs, src/lang/sv.rs, src/lang/template.rs, src/lang/tr.rs, src/lang/tw.rs, src/lang/ua.rs"
2583,2583,2022-12-17T14:02:00Z,chiehw,refactor: legacy keyboard mode && release key,,,"flutter/pubspec.lock, src/keyboard.rs, src/server/input_service.rs"
2580,2580,2022-12-17T10:59:57Z,jboban,Fix Serbian language,,,src/lang/sr.rs
2577,2577,2022-12-17T04:31:17Z,21pages,fix theme and peer tab,"1. fix theme sync
2. fix peer tab translation and visibility",,"flutter/lib/common.dart, flutter/lib/common/widgets/peer_tab_page.dart"
2576,2576,2022-12-17T03:59:34Z,fufesou,fix send ctrl+alt+del,Signed-off-by: fufesou <shuanglongchen@yeah.net>,,src/ui_session_interface.rs
2572,2572,2022-12-16T14:20:43Z,Heap-Hop,fix Android cannot get id and logout issue,,,"flutter/lib/desktop/pages/desktop_setting_page.dart, flutter/lib/mobile/pages/scan_page.dart, flutter/lib/mobile/pages/server_page.dart, flutter/lib/models/user_model.dart"
2569,2569,2022-12-16T11:38:30Z,Agent-JY,Update de.rs,,,src/lang/de.rs
2565,2565,2022-12-15T18:01:23Z,jboban,Update Serbian language,"Small corrections, typos, expressions, etc.",,"src/lang/es.rs, src/lang/sr.rs"
2557,2557,2022-12-15T12:29:37Z,jboban,Serbian language completed,Complete translation to Serbian.,rustdesk,"src/lang.rs, src/lang/sr.rs"
2556,2556,2022-12-15T01:29:45Z,jboban,Serbian language added,Messages translated to Serbian language.,rustdesk,"src/lang.rs, src/lang/es.rs, src/lang/fr.rs, src/lang/gr.rs, src/lang/ru.rs, src/lang/sr.rs"
2555,2555,2022-12-14T21:34:53Z,jimmyGALLAND,Update fr.rs,,,src/lang/fr.rs
2548,2548,2022-12-14T14:31:56Z,flusheDData,Update es.rs,New terms added,,src/lang/es.rs
2546,2546,2022-12-14T13:42:09Z,solokot,Update ru.rs,,,src/lang/ru.rs
2544,2544,2022-12-14T12:45:41Z,7th-fret,Update gr.rs,,,src/lang/gr.rs
2541,2541,2022-12-14T04:50:46Z,21pages,fix group card,"1. fix group model pull error
2. add group peer card mobile compatibility like address book",,"flutter/lib/common/widgets/my_group.dart, flutter/lib/models/group_model.dart"
2540,2540,2022-12-14T04:00:21Z,Kingtous,feat: add list file search listener and simulate behaviors of the listview on desktop,"![select](https://user-images.githubusercontent.com/39793325/207502296-639958b6-bb0a-4f4c-9165-ab35ed161d6e.gif)


related: #2527
",,"flutter/lib/desktop/pages/file_manager_page.dart, flutter/lib/desktop/widgets/list_search_action_listener.dart, flutter/lib/models/file_model.dart"
2538,2538,2022-12-14T03:23:08Z,21pages,add group peer card,"1. refactor user login, use online login  instead of local user name
2. data refresh order: userModel -> ab/group model, minisize ab pull times
3. add group peer card",,"flutter/lib/common.dart, flutter/lib/common/hbbs/hbbs.dart, flutter/lib/common/widgets/address_book.dart, flutter/lib/common/widgets/my_group.dart, flutter/lib/common/widgets/peer_card.dart, flutter/lib/common/widgets/peer_tab_page.dart, flutter/lib/common/widgets/peers_view.dart, flutter/lib/desktop/pages/desktop_setting_page.dart, flutter/lib/main.dart, flutter/lib/mobile/pages/settings_page.dart, flutter/lib/models/ab_model.dart, flutter/lib/models/group_model.dart, flutter/lib/models/model.dart, flutter/lib/models/user_model.dart, src/lang/ca.rs, src/lang/cn.rs, src/lang/cs.rs, src/lang/da.rs, src/lang/de.rs, src/lang/eo.rs, src/lang/es.rs, src/lang/fa.rs, src/lang/fr.rs, src/lang/gr.rs, src/lang/hu.rs, src/lang/id.rs, src/lang/it.rs, src/lang/ja.rs, src/lang/ko.rs, src/lang/kz.rs"
2537,2537,2022-12-14T03:17:09Z,fufesou,Keyboard refactor,,,"Cargo.lock, Cargo.toml, flutter/lib/desktop/pages/desktop_home_page.dart, flutter/lib/desktop/screen/desktop_remote_screen.dart, flutter/lib/desktop/widgets/remote_menubar.dart, flutter/lib/mobile/pages/remote_page.dart, flutter/lib/models/input_model.dart, flutter/pubspec.lock, libs/hbb_common/src/config.rs, src/client.rs, src/common.rs, src/flutter.rs, src/flutter_ffi.rs, src/keyboard.rs, src/lib.rs, src/platform/linux.rs, src/platform/mod.rs, src/server/input_service.rs, src/ui.rs, src/ui/remote.rs, src/ui_session_interface.rs"
2533,2533,2022-12-13T13:33:20Z,21pages,remove hwcodec log,,,libs/scrap/src/common/hwcodec.rs
2530,2530,2022-12-13T08:01:47Z,21pages,check option before new hwcodec decoders,"#2523 
Not the reason of crash, but may help if disable hwcodec.",,"libs/scrap/src/common/codec.rs, libs/scrap/src/common/hwcodec.rs, libs/scrap/src/common/mediacodec.rs"
2526,2526,2022-12-12T15:49:38Z,flusheDData,Update es.rs,'Addresbook' update,,src/lang/es.rs
